Price,Close,MA50,MA200,Signal,BH_Value,MA_Value
2015-08-03,2098.0400390625,2098.707204589844,,0,,
2015-08-04,2093.320068359375,2098.0524047851563,,0,,
2015-08-05,2099.840087890625,2097.9652075195313,,0,,
2015-08-06,2083.56005859375,2097.1668090820312,,0,,
2015-08-07,2077.570068359375,2096.3024096679687,,0,,
2015-08-10,2104.179931640625,2096.238210449219,,0,,
2015-08-11,2084.070068359375,2095.6850122070314,,0,,
2015-08-12,2086.050048828125,2095.2140112304687,,0,,
2015-08-13,2083.389892578125,2094.6004077148436,,0,,
2015-08-14,2091.5400390625,2094.514406738281,,0,,
2015-08-17,2102.43994140625,2094.7066040039062,,0,,
2015-08-18,2096.919921875,2095.059401855469,,0,,
2015-08-19,2079.610107421875,2095.048605957031,,0,,
2015-08-20,2035.72998046875,2093.6592065429686,,0,,
2015-08-21,1970.8900146484375,2090.8998046875,,0,,
2015-08-24,1893.2099609375,2086.8818017578124,,0,,
2015-08-25,1867.6099853515625,2082.5454028320314,,0,,
2015-08-26,1940.510009765625,2079.429802246094,,0,,
2015-08-27,1987.6600341796875,2077.1742041015623,,0,,
2015-08-28,1988.8699951171875,2074.5268041992185,,0,,
2015-08-31,1972.1800537109375,2071.77060546875,,0,,
2015-09-01,1913.8499755859375,2067.5906030273436,,0,,
2015-09-02,1948.8599853515625,2064.0838037109374,,0,,
2015-09-03,1951.1300048828125,2060.9348022460936,,0,,
2015-09-04,1921.219970703125,2057.3130004882814,,0,,
2015-09-08,1969.4100341796875,2054.6714013671876,,0,,
2015-09-09,1942.0400390625,2052.359404296875,,0,,
2015-09-10,1952.2900390625,2050.1430029296876,,0,,
2015-09-11,1961.050048828125,2047.81560546875,,0,,
2015-09-14,1953.030029296875,2045.34060546875,,0,,
2015-09-15,1978.0899658203125,2043.5272045898437,,0,,
2015-09-16,1995.31005859375,2041.8066040039062,,0,,
2015-09-17,1990.199951171875,2040.677001953125,,0,,
2015-09-18,1958.030029296875,2038.8114013671875,,0,,
2015-09-21,1966.969970703125,2036.6183984375,,0,,
2015-09-22,1942.739990234375,2033.4811962890626,,0,,
2015-09-23,1938.760009765625,2030.0773974609374,,0,,
2015-09-24,1932.239990234375,2026.57419921875,,0,,
2015-09-25,1931.3399658203125,2022.7151977539063,,0,,
2015-09-28,1881.77001953125,2017.8178002929687,,0,,
2015-09-29,1884.0899658203125,2012.9339990234375,,0,,
2015-09-30,1920.030029296875,2008.950400390625,,0,,
2015-10-01,1923.8199462890625,2005.1438012695312,,0,,
2015-10-02,1951.3599853515625,2002.1280029296875,,0,,
2015-10-05,1987.050048828125,2000.276005859375,,0,,
2015-10-06,1979.9200439453125,1998.5216088867187,,0,,
2015-10-07,1995.8299560546875,1996.5732080078126,,0,,
2015-10-08,2013.4300537109375,1994.6704077148438,,0,,
2015-10-09,2014.8900146484375,1992.7956103515626,,0,,
2015-10-12,2017.4599609375,1991.0680078125,,0,,
2015-10-13,2003.68994140625,1989.181005859375,,0,,
2015-10-14,1994.239990234375,1987.199404296875,,0,,
2015-10-15,2023.8599853515625,1985.6798022460937,,0,,
2015-10-16,2033.1099853515625,1984.67080078125,,0,,
2015-10-19,2033.6600341796875,1983.7926000976563,,0,,
2015-10-20,2030.77001953125,1982.3244018554688,,0,,
2015-10-21,2018.93994140625,1981.0217993164063,,0,,
2015-10-22,2052.510009765625,1980.3509985351564,,0,,
2015-10-23,2075.14990234375,1980.1861987304687,,0,,
2015-10-26,2071.179931640625,1979.7789965820311,,0,,
2015-10-27,2065.889892578125,1979.0479956054687,,0,,
2015-10-28,2090.35009765625,1978.9165991210937,,0,,
2015-10-29,2089.409912109375,1979.1125952148439,,0,,
2015-10-30,2079.360107421875,1979.9851977539063,,0,,
2015-11-02,2104.050048828125,1982.6483984375,,0,,
2015-11-03,2109.7900390625,1986.98,,0,,
2015-11-04,2102.31005859375,1991.6740014648437,,0,,
2015-11-05,2099.929931640625,1994.8623999023437,,0,,
2015-11-06,2099.199951171875,1997.0931982421876,,0,,
2015-11-09,2078.580078125,1998.8873999023438,,0,,
2015-11-10,2081.719970703125,2001.0781982421875,,0,,
2015-11-11,2075.0,2004.3011987304687,,0,,
2015-11-12,2045.969970703125,2006.2433984375,,0,,
2015-11-13,2023.0400390625,2007.6815991210938,,0,,
2015-11-16,2053.18994140625,2010.3209985351561,,0,,
2015-11-17,2050.43994140625,2011.9415966796876,,0,,
2015-11-18,2083.580078125,2014.7723974609376,,0,,
2015-11-19,2081.239990234375,2017.351396484375,,0,,
2015-11-20,2089.169921875,2019.9137939453126,,0,,
2015-11-23,2086.590087890625,2022.5849951171874,,0,,
2015-11-24,2089.139892578125,2024.8059936523437,,0,,
2015-11-25,2088.8701171875,2026.6771948242188,,0,,
2015-11-27,2090.110107421875,2028.6753979492187,,0,,
2015-11-30,2080.409912109375,2031.1229956054688,,0,,
2015-12-01,2102.6298828125,2033.8361938476562,,0,,
2015-12-02,2079.510009765625,2036.5715942382812,,0,,
2015-12-03,2049.6201171875,2038.7887963867188,,0,,
2015-12-04,2091.68994140625,2041.9777954101562,,0,,
2015-12-07,2077.070068359375,2044.8923974609374,,0,,
2015-12-08,2063.590087890625,2048.528798828125,,0,,
2015-12-09,2047.6199951171875,2051.7993994140625,,0,,
2015-12-10,2052.22998046875,2054.4433984375,,0,,
2015-12-11,2012.3699951171875,2056.2143994140624,,0,,
2015-12-14,2021.93994140625,2057.625998535156,,0,,
2015-12-15,2043.4100341796875,2058.7531982421874,,0,,
2015-12-16,2073.070068359375,2060.6161987304686,,0,,
2015-12-17,2041.8900146484375,2061.5373999023436,,0,,
2015-12-18,2005.550048828125,2061.3797998046875,,0,,
2015-12-21,2021.1500244140625,2061.505,,0,,
2015-12-22,2038.969970703125,2061.9352001953125,,0,,
2015-12-23,2064.2900390625,2063.1472021484374,,0,,
2015-12-24,2060.989990234375,2064.4822021484374,,0,,
2015-12-28,2056.5,2065.1350024414064,,0,,
2015-12-29,2078.360107421875,2066.0400048828124,,0,,
2015-12-30,2063.360107421875,2066.6340063476564,,0,,
2015-12-31,2043.93994140625,2066.897404785156,,0,,
2016-01-04,2012.6600341796875,2066.771806640625,,0,,
2016-01-05,2016.7099609375,2066.0558056640625,,0,,
2016-01-06,1990.260009765625,2064.3580078125,,0,,
2016-01-07,1943.0899658203125,2061.7962084960936,,0,,
2016-01-08,1922.030029296875,2058.9190112304686,,0,,
2016-01-11,1923.6700439453125,2055.58541015625,,0,,
2016-01-12,1938.6800537109375,2052.5708129882814,,0,,
2016-01-13,1890.280029296875,2048.789211425781,,0,,
2016-01-14,1921.8399658203125,2045.145009765625,,0,,
2016-01-15,1880.3299560546875,2040.5558081054687,,0,,
2016-01-19,1881.3299560546875,2036.1362060546876,,0,,
2016-01-20,1859.3299560546875,2031.3242065429688,,0,,
2016-01-21,1868.989990234375,2026.7200073242188,,0,,
2016-01-22,1906.9000244140625,2023.28640625,,0,,
2016-01-25,1877.0799560546875,2019.1936059570312,,0,,
2016-01-26,1903.6300048828125,2015.7662060546875,,0,,
2016-01-27,1882.949951171875,2012.5058056640626,,0,,
2016-01-28,1893.3599853515625,2009.9122045898437,,0,,
2016-01-29,1940.239990234375,2007.6532055664063,,0,,
2016-02-01,1939.3800048828125,2005.4320068359375,,0,,
2016-02-02,1903.030029296875,2001.821005859375,,0,,
2016-02-03,1912.530029296875,1998.446806640625,,0,,
2016-02-04,1915.449951171875,1994.9724072265626,,0,,
2016-02-05,1880.050048828125,1990.8416064453124,2040.8116552734375,0,,
2016-02-08,1853.43994140625,1986.127607421875,2039.5142053222655,0,10000.0,10000.0
2016-02-09,1852.2099609375,1981.394404296875,2038.186805419922,0,9993.363796466927,10000.0
2016-02-10,1851.8599853515625,1976.6294018554688,2036.9015057373047,0,9991.475547605341,10000.0
2016-02-11,1829.0799560546875,1971.602802734375,2035.47310546875,0,9868.568790348394,10000.0
2016-02-12,1864.780029296875,1966.8458056640625,2034.2627551269532,0,10061.184005142464,10000.0
2016-02-16,1895.5799560546875,1963.1672045898438,2033.3131048583984,0,10227.361101414836,10000.0
2016-02-17,1926.8199462890625,1960.711201171875,2032.4057543945312,0,10395.912504330392,10000.0
2016-02-18,1917.8299560546875,1957.2340014648437,2031.4224542236327,0,10347.408152861879,10000.0
2016-02-19,1917.780029296875,1954.0482006835937,2030.5640545654296,0,10347.13877937587,10000.0
2016-02-22,1945.5,1951.6863989257813,2029.890805053711,0,10496.698363605468,10000.0
2016-02-23,1921.27001953125,1949.1593994140626,2029.0571551513672,0,10365.968578801294,10000.0
2016-02-24,1929.800048828125,1946.71080078125,2028.1256549072266,0,10411.991269401147,10000.0
2016-02-25,1951.699951171875,1945.4973999023437,2027.357504272461,0,10530.149413371726,10000.0
2016-02-26,1948.050048828125,1944.0196020507813,2026.6021539306641,0,10510.456828453216,10000.0
2016-02-29,1932.22998046875,1941.7960009765625,2025.770903930664,0,10425.101657206762,10000.0
2016-03-01,1978.3499755859375,1939.9015991210938,2025.0571533203124,0,10673.936238176217,10000.0
2016-03-02,1986.449951171875,1938.7927978515625,2024.3757531738281,0,10717.638628553063,10000.0
2016-03-03,1993.4000244140625,1938.5497973632812,2023.696753540039,0,10755.136866758257,10000.0
2016-03-04,1999.989990234375,1938.1265966796875,2023.057553100586,0,10790.692191066812,10000.0
2016-03-07,2001.760009765625,1937.3823974609375,2022.4371026611327,0,10800.242106829968,10000.0
2016-03-08,1979.260009765625,1935.681796875,2021.6793023681641,0,10678.84621210824,10000.0
2016-03-09,1989.260009765625,1934.247197265625,2020.9953021240235,0,10732.799943095673,10000.0
2016-03-10,1989.5699462890625,1932.9085961914063,2020.4221520996093,0,10734.472166276548,10000.0
2016-03-11,2022.18994140625,1931.7851928710938,2019.9157019042968,0,10910.469210412964,10000.0
2016-03-14,2019.6400146484375,1930.910791015625,2019.4099517822265,0,10896.711404180096,10000.0
2016-03-15,2015.9300537109375,1930.3505932617188,2018.9526525878907,0,10876.69478074052,10000.0
2016-03-16,2027.219970703125,1930.6417919921876,2018.5301025390625,0,10937.608095167216,10000.0
2016-03-17,2040.5899658203125,1931.1193920898438,2018.1850518798828,0,11009.74420715282,10000.0
2016-03-18,2049.580078125,1932.3057934570313,2017.862601928711,0,11058.249217236214,10000.0
2016-03-21,2051.60009765625,1934.47599609375,2017.641401977539,0,11069.147976274058,10000.0
2016-03-22,2049.800048828125,1937.031396484375,2017.4262518310547,0,11059.436041250367,10000.0
2016-03-23,2036.7099609375,1939.2921948242188,2017.2134014892579,0,10988.810133185101,10000.0
2016-03-24,2035.93994140625,1941.237392578125,2016.9923516845704,0,10984.655590520688,10000.0
2016-03-28,2037.050048828125,1944.17279296875,2016.6516021728517,0,10990.645034241388,10000.0
2016-03-29,2055.010009765625,1946.8361938476562,2016.3823516845703,0,11087.545724338059,10000.0
2016-03-30,2063.949951171875,1950.50859375,2016.2315509033203,0,11135.780043705683,10000.0
2016-03-31,2059.739990234375,1954.0767944335937,2016.108101196289,0,11113.065733716734,10000.0
2016-04-01,2072.780029296875,1958.3457958984375,2015.990551147461,0,11183.421609681112,10000.0
2016-04-04,2066.1298828125,1962.28859375,2015.8190008544923,0,11147.54158823661,10000.0
2016-04-05,2045.1700439453125,1965.053994140625,2015.4386511230468,0,11034.45543745859,10000.0
2016-04-06,2066.659912109375,1968.8455932617187,2015.222000732422,0,11150.401294046516,10000.0
2016-04-07,2041.9100341796875,1971.6111938476563,2014.817300415039,0,11016.866468467495,10000.0
2016-04-08,2047.5999755859375,1974.9041943359375,2014.4343005371093,0,11047.565825264202,10000.0
2016-04-11,2041.989990234375,1977.8767944335937,2014.1013500976562,0,11017.297861214038,10000.0
2016-04-12,2061.719970703125,1980.3063940429688,2013.898399658203,0,11123.748467073867,10000.0
2016-04-13,2082.419921875,1983.1671923828126,2013.8030493164063,0,11235.432426771904,10000.0
2016-04-14,2082.780029296875,1986.7621923828126,2013.92875,0,11237.375340668546,10000.0
2016-04-15,2080.72998046875,1990.12619140625,2014.0168493652343,0,11226.314562370171,10000.0
2016-04-18,2094.340087890625,1993.703994140625,2014.1014501953125,0,11299.746169825165,10000.0
2016-04-19,2100.800048828125,1998.118994140625,2014.2215502929687,0,11334.600069286285,10000.0
2016-04-20,2102.39990234375,2003.098193359375,2014.3897497558594,0,11343.231875906418,10000.0
2016-04-21,2091.47998046875,2007.88359375,2014.44044921875,0,11284.314823181663,10000.0
2016-04-22,2091.580078125,2012.6779956054688,2014.6649493408204,0,11284.85488738344,10000.0
2016-04-25,2087.7900390625,2017.852197265625,2014.847349243164,1,11264.406212582442,10000.0
2016-04-26,2091.699951171875,2022.390595703125,2014.9227484130859,0,11285.501647195815,10018.727515871906
2016-04-27,2095.14990234375,2026.3819946289063,2014.9004974365234,0,11304.115420940529,10035.25193215576
2016-04-28,2075.81005859375,2029.361796875,2014.7347979736328,0,11199.769748237875,9942.618844593542
2016-04-29,2065.300048828125,2032.3111987304687,2014.5242987060547,0,11143.064324280891,9892.27848675591
2016-05-02,2081.429931640625,2035.5841967773438,2014.3099981689454,0,11230.091060093338,9969.53665213993
2016-05-03,2063.3701171875,2037.9415991210938,2013.9936492919921,0,11132.651623024649,9883.03458959903
2016-05-04,2051.1201171875,2040.5386010742188,2013.6078497314454,0,11066.558302565041,9824.360107152028
2016-05-05,2050.6298828125,2042.9551977539063,2013.2649493408203,0,11063.913305206088,9822.012005255632
2016-05-06,2057.139892578125,2045.0639965820312,2012.9798992919923,0,11099.037236768098,9853.193348416691
2016-05-09,2058.68994140625,2047.2767944335938,2012.7625994873047,0,11107.400328517102,9860.617700478555
2016-05-10,2084.389892578125,2050.319992675781,2012.7862994384766,0,11246.061153708857,9983.71413590084
2016-05-11,2064.4599609375,2052.0421923828126,2012.7703997802735,0,11138.531736675233,9888.254672699386
2016-05-12,2064.110107421875,2053.5953955078126,2012.6247003173828,0,11136.644146428529,9886.578960539258
2016-05-13,2046.6099853515625,2054.6595947265623,2012.3148999023438,0,11042.224458585637,9802.757686642528
2016-05-16,2066.659912109375,2055.9929931640627,2012.1050500488282,0,11150.401294046516,9898.79189689681
2016-05-17,2047.2099609375,2056.9019921875,2011.8218994140625,0,11045.461550721908,9805.631421906668
2016-05-18,2047.6300048828125,2058.2693920898437,2011.569849243164,0,11047.727844524738,9807.64332893493
2016-05-19,2040.0400390625,2059.2849926757813,2011.3034490966797,0,11006.77714711744,9771.289262298418
2016-05-20,2052.320068359375,2060.5399951171876,2011.0658489990235,0,11073.032486837581,9830.10757768031
2016-05-23,2048.0400390625,2061.0569970703127,2010.8882489013672,0,11049.940131907388,9809.607291651562
2016-05-24,2076.06005859375,2062.185397949219,2010.8806988525391,0,11201.118591512562,9943.816283010829
2016-05-25,2090.5400390625,2063.67759765625,2010.8124993896483,0,11279.243488603986,10013.171822590144
2016-05-26,2090.10009765625,2064.9352001953125,2010.8426495361327,0,11276.869840575682,10011.06461162535
2016-05-27,2099.06005859375,2066.104602050781,2010.907699584961,0,11325.212172783662,10053.98061740112
2016-05-31,2096.949951171875,2067.051999511719,2010.9754998779297,0,11313.827355964218,10043.873722634908
2016-06-01,2099.330078125,2068.0065991210936,2011.0144500732422,0,11326.669028898703,10055.273944441664
2016-06-02,2105.260009765625,2069.115798339844,2011.028550415039,0,11358.66322254992,10083.676856275115
2016-06-03,2099.1298828125,2070.3641967773438,2011.0396002197265,0,11325.588900495146,10054.315058209071
2016-06-06,2109.409912109375,2071.8335961914063,2011.1885992431642,0,11381.0534940178,10103.553866252678
2016-06-07,2112.1298828125,2073.3351928710936,2011.570598754883,0,11395.728750778811,10116.581855907933
2016-06-08,2119.1201171875,2074.617395019531,2012.311749267578,0,11433.443673279598,10150.063356653758
2016-06-09,2115.47998046875,2075.6479956054686,2013.4230993652343,0,11413.803777551508,10132.627998448943
2016-06-10,2096.070068359375,2076.3745971679687,2014.5653997802735,0,11309.08005990761,10039.65930070532
2016-06-13,2079.06005859375,2076.5001977539064,2015.2581500244141,0,11217.304710808792,9958.185544018257
2016-06-14,2075.320068359375,2076.6840014648437,2015.6964501953125,0,11197.126068108682,9940.2719120706
2016-06-15,2071.5,2077.2106005859373,2016.1096002197266,0,11176.515374047149,9921.974725629907
2016-06-16,2077.989990234375,2077.4372021484373,2016.6386499023438,0,11211.531292768803,9953.060180167708
2016-06-17,2071.219970703125,2078.023400878906,2017.4254998779297,0,11175.00451151193,9920.633454277731
2016-06-20,2083.25,2078.7364013671877,2018.097449951172,0,11239.911007957386,9978.254331242337
2016-06-21,2088.89990234375,2079.674599609375,2018.7862994384766,0,11270.394339073382,10005.315971723614
2016-06-22,2085.449951171875,2080.14919921875,2019.6074493408203,0,11251.780565328669,9988.791555439762
2016-06-23,2113.320068359375,2080.7672021484377,2020.3269995117187,0,11402.150245860934,10122.282551498038
2016-06-24,2037.4100341796875,2079.8598022460938,2020.8038494873047,0,10992.58728952315,9758.692186761102
2016-06-27,2000.5400390625,2078.2560034179687,2021.0450994873047,0,10793.659909717073,9582.093992367265
2016-06-28,2036.0899658203125,2077.0910009765626,2021.4202990722656,0,10985.465028208475,9752.369384493266
2016-06-29,2070.77001953125,2076.490400390625,2022.0089990234376,0,11172.576857063446,9918.478299001308
2016-06-30,2098.860107421875,2076.4196044921873,2022.6128497314453,0,11324.133361609865,10053.02290054198
2016-07-01,2102.949951171875,2076.64900390625,2023.1510491943359,0,11346.19959455668,10072.612244649765
2016-07-05,2088.550048828125,2076.5884033203124,2023.6427996826171,0,11268.506748826678,10003.640259563486
2016-07-06,2099.72998046875,2076.8272021484377,2024.3512994384766,0,11328.826651246296,10057.18937815994
2016-07-07,2097.89990234375,2076.951201171875,2025.0059490966796,0,11318.952696962073,10048.423754745902
2016-07-08,2129.89990234375,2077.646201171875,2025.9417486572265,0,11491.604636121865,10201.695872158482
2016-07-11,2137.159912109375,2078.8731982421873,2026.9337481689454,0,11530.775097507933,10236.469530571398
2016-07-12,2152.139892578125,2080.6099951171873,2028.033247680664,0,11611.597681148729,10308.219946985286
2016-07-13,2152.429931640625,2082.0299951171874,2029.1386975097657,0,11613.162550104127,10309.609162649089
2016-07-14,2163.75,2084.0375927734376,2030.5485974121093,0,11674.238542406236,10363.829501608356
2016-07-15,2161.739990234375,2086.249990234375,2031.9368475341796,0,11663.393789788572,10354.20204995844
2016-07-18,2166.889892578125,2088.5751904296876,2033.171146850586,0,11691.179434355196,10378.868813605146
2016-07-19,2163.780029296875,2090.7079931640624,2034.370947265625,0,11674.40056166677,10363.973334543245
2016-07-20,2173.02001953125,2092.9945947265624,2035.4792474365233,0,11724.25375640997,10408.23061167119
2016-07-21,2165.169921875,2094.6101953125,2036.3698468017578,0,11681.899550692928,10370.630577619035
2016-07-22,2175.030029296875,2096.8215966796874,2037.3453967285157,0,11735.098509027634,10417.858063321104
2016-07-25,2168.47998046875,2098.908994140625,2038.2086468505859,0,11699.758551784913,10386.484942913527
2016-07-26,2169.179931640625,2101.3603930664062,2038.9873962402344,0,11703.53504950808,10389.837536607236
2016-07-27,2166.580078125,2103.358796386719,2039.7458465576171,0,11689.507869789204,10377.384878691537
2016-07-28,2170.06005859375,2105.8157983398437,2040.5088470458984,0,11708.28366279445,10394.053127910278
2016-07-29,2173.60009765625,2108.3352001953126,2041.3583978271483,0,11727.383494320764,10411.009042998798
2016-08-01,2170.840087890625,2110.951201171875,2042.2413983154297,0,11712.492211879042,10397.789276097024
2016-08-02,2157.030029296875,2113.045400390625,2042.9072485351562,0,11637.981793250252,10331.642497276529
2016-08-03,2163.7900390625,2115.360400390625,2043.560648803711,0,11674.454568086947,10364.021278854874
2016-08-04,2164.25,2117.12419921875,2044.2135986328126,0,11676.936228955608,10366.224378442928
2016-08-05,2182.8701171875,2118.97080078125,2044.9740991210938,0,11777.398708324497,10455.41015306163
2016-08-08,2180.889892578125,2120.7865966796876,2045.783848876953,0,11766.714657737604,10445.925364973149
2016-08-09,2181.739990234375,2122.4401953125,2046.429998779297,0,11771.301251763442,10449.997123341302
2016-08-10,2175.489990234375,2124.01099609375,2046.93169921875,0,11737.580169896295,10420.061162909158
2016-08-11,2185.7900390625,2125.7401953125,2047.5047497558594,0,11793.152776259305,10469.395859576023
2016-08-12,2184.050048828125,2127.31599609375,2048.0955505371094,0,11783.764879756682,10461.061734966652
2016-08-15,2190.14990234375,2129.136396484375,2048.594549560547,0,11816.67586532116,10490.278530724352
2016-08-16,2178.14990234375,2130.5111962890624,2049.0382495117187,0,11751.931388136238,10432.801486694634
2016-08-17,2182.219970703125,2131.912998046875,2049.552548828125,0,11773.890925472457,10452.296111552614
2016-08-18,2187.02001953125,2133.27099609375,2049.9673986816406,0,11799.788979792378,10475.287163039193
2016-08-19,2183.8701171875,2134.638798828125,2050.3377990722656,0,11782.79408142324,10460.199906730773
2016-08-22,2182.639892578125,2136.3701953125,2050.7394482421873,0,11776.156560660405,10454.30743389415
2016-08-23,2186.89990234375,2138.5269921875,2051.1742980957033,0,11799.140902750243,10474.711831299637
2016-08-24,2175.43994140625,2140.5293896484377,2051.555498046875,0,11737.310137795404,10419.82144135101
2016-08-25,2172.469970703125,2142.5487890625,2052.0249475097658,0,11721.286037759708,10405.59601327847
2016-08-26,2169.0400390625,2144.3697900390625,2052.4615478515625,0,11702.78027685535,10389.167485617876
2016-08-29,2180.3798828125,2146.55298828125,2052.988447265625,0,11763.962964768056,10443.482543826947
2016-08-30,2176.1201171875,2148.410390625,2053.6391979980467,0,11740.979939907978,10423.079315794914
2016-08-31,2170.949951171875,2150.0513916015625,2054.3787475585937,0,11713.084965271237,10398.315494151495
2016-09-01,2170.860107421875,2151.7595947265627,2054.9670983886717,0,11712.600224719397,10397.885164720283
2016-09-02,2179.97998046875,2153.09279296875,2055.6147985839843,0,11761.805342420463,10441.567110108672
2016-09-06,2186.47998046875,2156.0741918945314,2056.1292980957032,0,11796.875267562295,10472.700508958102
2016-09-07,2186.159912109375,2159.7865893554685,2056.653897705078,0,11795.148379346365,10471.16746035941
2016-09-08,2181.300048828125,2162.690791015625,2057.1145483398436,0,11768.927603735137,10447.889912376508
2016-09-09,2127.81005859375,2163.831591796875,2057.3206481933594,0,11480.329149372537,10191.686035388982
2016-09-12,2159.0400390625,2165.0351904296876,2057.670148925781,0,11648.826545867916,10341.269948926445
2016-09-13,2127.02001953125,2165.516591796875,2057.8608984375,0,11476.066593867768,10187.901942890607
2016-09-14,2125.77001953125,2166.2609912109374,2058.039197998047,0,11469.32237749434,10181.914750804179
2016-09-15,2147.260009765625,2167.211591796875,2058.373448486328,0,11585.268892697146,10284.846510379124
2016-09-16,2139.159912109375,2168.0367919921873,2058.5560986328123,0,11541.56584370542,10246.049037909685
2016-09-19,2139.1201171875,2168.2211962890624,2058.854149169922,0,11541.351135254468,10245.85843003662
2016-09-20,2139.760009765625,2168.2731982421874,2059.3048486328125,0,11544.80359445657,10248.92335786055
2016-09-21,2163.1201171875,2168.492802734375,2059.661999511719,0,11670.840089624313,10360.812518096054
2016-09-22,2177.179931640625,2168.987802734375,2060.162548828125,0,11746.698034298028,10428.15556596038
2016-09-23,2164.68994140625,2169.0066015625,2060.668048095703,0,11679.309876983913,10368.331589407722
2016-09-26,2146.10009765625,2168.6938037109376,2061.1604486083984,0,11579.010734105317,10279.290817097362
2016-09-27,2159.929931640625,2168.5546044921875,2061.698948364258,0,11653.627848344702,10345.532315167662
2016-09-28,2171.3701171875,2168.70640625,2062.4939489746093,0,11715.351917688946,10400.327985866485
2016-09-29,2151.1298828125,2168.268603515625,2063.1398986816407,0,11606.148301629808,10303.382249004513
2016-09-30,2168.27001953125,2168.33060546875,2063.7641986083986,0,11698.625734190937,10385.479281742759
2016-10-03,2161.199951171875,2168.05400390625,2064.2048480224607,0,11660.480077558488,10351.61539587735
2016-10-04,2150.489990234375,2167.6942041015627,2064.7478479003908,0,11602.695842427707,10300.31732118058
2016-10-05,2159.72998046875,2167.505205078125,2065.5187475585935,0,11652.549037170906,10344.574598308525
2016-10-06,2160.77001953125,2167.38900390625,2066.2168475341796,0,11658.160435950362,10349.556129224185
2016-10-07,2153.739990234375,2167.0626025390625,2066.790697631836,0,11620.230804998624,10315.884020605296
2016-10-10,2163.659912109375,2166.863798828125,2067.2875469970704,0,11673.752484624636,10363.39800280369
2016-10-11,2136.72998046875,2166.1815966796876,2067.666246948242,0,11528.455455899806,10234.410263918233
2016-10-12,2139.179931640625,2165.8245947265623,2068.0796466064453,0,11541.673856545776,10246.144926532943
